string_ubigeo_descripcion,int_ubigeo_departamento,int_ubigeo_provincia,int_ubigeo_distrito,int_ubigeo_dependecia,float_ubigeo_latitud,float_ubigeo_longitud
SHUNTE ,0,0,1,208,-16.399,-71.5364
UCHIZA,0,0,1,208,-16.399,-71.5364
TACNA,0,0,1,2009,-16.399,-71.5364
ALTO DE LA ALIANZA,0,0,1,2009,-16.399,-71.5364
CALANA,0,0,1,2009,-16.399,-71.5364
CIUDAD NUEVA,0,0,1,2009,-16.399,-71.5364
INCLAN,0,0,1,2009,-16.399,-71.5364
PACHIA,0,0,1,2009,-16.399,-71.5364
PALCA,0,0,1,2009,-16.399,-71.5364
POCOLLAY,0,0,1,2009,-16.399,-71.5364
SAMA,0,0,1,2009,-16.399,-71.5364
CNEL. GREGORIO ALBARRACIN,0,0,1,2009,-16.399,-71.5364
CANDARAVE,0,0,1,210,-16.399,-71.5364
CAIRANI,0,0,1,210,-16.399,-71.5364
CAMILACA,0,0,1,210,-16.399,-71.5364
CURIBAYA,0,0,1,210,-16.399,-71.5364
HUANUARA,0,0,1,210,-16.399,-71.5364
QUILAHUANI,0,0,1,210,-16.399,-71.5364
LOCUMBA,0,0,1,211,-16.399,-71.5364
ILABAYA,0,0,1,211,-16.399,-71.5364
ITE,0,0,1,211,-16.399,-71.5364
TARATA,0,0,1,212,-16.399,-71.5364
HEROES ALBARRACIN,0,0,1,212,-16.399,-71.5364
ESTIQUE,0,0,1,212,-16.399,-71.5364
ESTIQUE-PAMPA,0,0,1,212,-16.399,-71.5364
SITAJARA,0,0,1,212,-16.399,-71.5364
SUSAPAYA,0,0,1,212,-16.399,-71.5364
TARUCACHI,0,0,1,212,-16.399,-71.5364
TICACO,0,0,1,212,-16.399,-71.5364
TUMBES,0,0,1,213,-16.399,-71.5364
CORRALES,0,0,1,213,-16.399,-71.5364
LA CRUZ,0,0,1,213,-16.399,-71.5364
PAMPAS DE HOSPITAL,0,0,1,213,-16.399,-71.5364
SAN JACINTO,0,0,1,213,-16.399,-71.5364
SAN JUAN DE LA VIRGEN,0,0,1,213,-16.399,-71.5364
ZORRITOS,0,0,1,214,-16.399,-71.5364
CASITAS,0,0,1,214,-16.399,-71.5364
CANOAS DE PUNTA SAL,0,0,1,214,-16.399,-71.5364
ZARUMILLA,0,0,1,215,-16.399,-71.5364
AGUAS VERDES,0,0,1,215,-16.399,-71.5364
MATAPALO,0,0,1,215,-16.399,-71.5364
PAPAYAL,0,0,1,215,-16.399,-71.5364
CALLERIA,0,0,1,216,-16.399,-71.5364
CAMPOVERDE,0,0,1,216,-16.399,-71.5364
IPARIA,0,0,1,216,-16.399,-71.5364
MASISEA,0,0,1,216,-16.399,-71.5364
YARINACOCHA,0,0,1,216,-16.399,-71.5364
NUEVA REQUENA,0,0,1,216,-16.399,-71.5364
MANANTAY,0,0,1,216,-16.399,-71.5364
RAYMONDI,0,0,1,217,-16.399,-71.5364
SEPAHUA,0,0,1,217,-16.399,-71.5364
TAHUANIA,0,0,1,217,-16.399,-71.5364
YURUA,0,0,1,217,-16.399,-71.5364
PADRE ABAD,0,0,1,218,-16.399,-71.5364
IRAZOLA,0,0,1,218,-16.399,-71.5364
CURIMANA,0,0,1,218,-16.399,-71.5364
PURUS,0,0,1,219,-16.399,-71.5364
CALLAO,0,0,1,220,-16.399,-71.5364
BELLAVISTA,0,0,1,220,-16.399,-71.5364
CARMEN DE LA LEGUA REYNOSO,0,0,1,220,-16.399,-71.5364
LA PERLA,0,0,1,220,-16.399,-71.5364
LA PUNTA,0,0,1,220,-16.399,-71.5364
VENTANILLA,0,0,1,220,-16.399,-71.5364
